"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","female_log2FoldChange"
"TU33558","LOC111512294","G19177","uncharacterized LOC111512294","refseq","XR_002723062.1","uncharacterized LOC111512294","=",-1.49626166915129
"TU6423","LOC111518202","G3555","serine/threonine-protein kinase tricorner","refseq","XM_023174576.1","serine/threonine-protein kinase tricorner, transcript variant X5","=",1.42785791091214
"TU6428","LOC111518207","G3558","cold shock domain-containing protein E1","refseq","XM_023174588.1","cold shock domain-containing protein E1, transcript variant X4","=",1.25568633992779
"TU27035","LOC111509736","G15258","paramyosin","refseq","XM_023165536.1","paramyosin, long form, transcript variant X2","k",0.771308941064009
"TU40264","LOC111514905","G23372","phospholipase D1-like","refseq","XM_023171149.1","phospholipase D1-like","e",-1.16150263583774
"TU43174","LOC111516117","G25376","probable aconitate hydratase","refseq","XM_023172299.1","probable aconitate hydratase, mitochondrial","=",-1.93925399463328
"TU4370","LOC111517333","G2406","collagen alpha-1(I) chain-like","refseq","XM_023173447.1","collagen alpha-1(I) chain-like, transcript variant X2","j",-21.9675924267595
"TU4375","LOC111517321","G2408","uncharacterized LOC111517321","refseq","XM_023173425.1","uncharacterized LOC111517321","=",1.42431241196365
"TU4374","LOC111517333","G2407","collagen alpha-1(I) chain-like","refseq","XM_023173447.1","collagen alpha-1(I) chain-like, transcript variant X2","y",1.79320774290382
"TU2433","LOC111509232","G1311","NF-kappa-B essential modulator","refseq","XM_023164960.1","NF-kappa-B essential modulator, transcript variant X4","=",0.613894198325295
"TU39638","LOC111514632","G22957","uncharacterized LOC111514632","refseq","XM_023170888.1","uncharacterized LOC111514632, transcript variant X1","j",-1.05370892405538
"TU43898",NA,"G25924","* alpha-taxilin","novel","XP_023026488","alpha-taxilin","u",-23.7000678304744
"TU4593","LOC111517442","G2549","ER membrane protein complex subunit 1","refseq","XM_023173606.1","ER membrane protein complex subunit 1","=",-0.332658514674108
"TU6999","LOC111501935","G3882","glucose dehydrogenase [FAD","refseq","XM_023155866.1","glucose dehydrogenase [FAD, quinone]-like","j",1.50016118671051
"TU6995","LOC111501934","G3880","GATA zinc finger domain-containing protein 14-like","refseq","XM_023155865.1","GATA zinc finger domain-containing protein 14-like","j",0.973872572572341
"TU6994","LOC111501934","G3880","GATA zinc finger domain-containing protein 14-like","refseq","XM_023155865.1","GATA zinc finger domain-containing protein 14-like","j",-21.8627616996561
"TU40349",NA,"G23430","* hypothetical protein JTB14_027669","novel","KAG5877785","hypothetical protein JTB14_027669","u",-2.1615809847466
"TU32759","LOC111512002","G18700","uncharacterized LOC111512002","refseq","XM_023168089.1","uncharacterized LOC111512002","j",0.719786854917377
"TU32757","LOC111512000","G18699","insulin-like growth factor-binding protein 7","refseq","XM_023168088.1","insulin-like growth factor-binding protein 7","c",-1.33272441335996
"TU32752","LOC111511999","G18696","uncharacterized LOC111511999","refseq","XR_002723009.1","uncharacterized LOC111511999, transcript variant X1","=",2.11267059105696
"TU31226","LOC111511387","G17737","uncharacterized LOC111511387","refseq","XM_023167402.1","uncharacterized LOC111511387","e",1.04634388992697
"TU31220","LOC111511384","G17732","tetratricopeptide repeat protein 25-like","refseq","XM_023167399.1","tetratricopeptide repeat protein 25-like","j",2.45566810555169
"TU1427","LOC111504591","G740","uncharacterized LOC111504591","refseq","XR_002722026.1","uncharacterized LOC111504591, transcript variant X2","=",0.946128737106898
"TU2194","LOC111508055","G1190","putative inorganic phosphate cotransporter","refseq","XM_023163474.1","putative inorganic phosphate cotransporter, transcript variant X1","=",-1.40108492567908
"TU34343","LOC111512585","G19641","casein kinase I","refseq","XM_023168724.1","casein kinase I, transcript variant X3","=",3.09938339527928
"TU8122","LOC111502356","G4513","uncharacterized LOC111502356","refseq","XR_002721719.1","uncharacterized LOC111502356, transcript variant X2","=",0.657460076418347
"TU7593","LOC111502142","G4219","uncharacterized LOC111502142","refseq","XM_023156136.1","uncharacterized LOC111502142","=",2.23650197377042
"TU39476","LOC111514574","G22860","kelch-like protein 26","refseq","XM_023170833.1","kelch-like protein 26","j",-0.702000482848689
"TU26600","LOC111509579","G15011","uncharacterized LOC111509579","refseq","XM_023165346.1","uncharacterized LOC111509579, transcript variant X2","=",-1.03554848506399
"TU20609","LOC111507261","G11561","cholinesterase-like","refseq","XM_023162551.1","cholinesterase-like","j",-6.5433927733016
"TU32256","LOC111511783","G18372","cathepsin L-like proteinase","refseq","XM_023167806.1","cathepsin L-like proteinase","=",-6.81779661072427
"TU23834","LOC111508528","G13423","putative fatty acyl-CoA reductase CG5065","refseq","XM_023164063.1","putative fatty acyl-CoA reductase CG5065, transcript variant X1","=",-2.08978067574474
"TU4752","LOC111517513","G2637","E3 ubiquitin-protein ligase RFWD2-like","refseq","XM_023173693.1","E3 ubiquitin-protein ligase RFWD2-like, transcript variant X1","k",-1.15438280313112
"TU38729","LOC111514262","G22400","myosin-4","refseq","XM_023170499.1","myosin-4","j",1.63353690336536
"TU24717","LOC111508868","G13909","uncharacterized LOC111508868","refseq","XM_023164495.1","uncharacterized LOC111508868","c",1.0729185179889
"TU22718","LOC111508067","G12782","beta-1","refseq","XM_023163484.1","beta-1,4-galactosyltransferase 1, transcript variant X1","=",-0.590600046041947
"TU22715","LOC111508068","G12781","protein transport protein Sec24C","refseq","XM_023163486.1","protein transport protein Sec24C","j",-0.526012768596031
"TU28266","LOC111510192","G15954","protein FAM173B","refseq","XM_023166082.1","protein FAM173B","j",2.44530433474915
"TU19570","LOC111506842","G10965","ribonuclease Z","refseq","XM_023162056.1","ribonuclease Z, mitochondrial","j",0.814484791111362
"TU23444","LOC111508385","G13202","poly(U)-binding-splicing factor half pint","refseq","XM_023163856.1","poly(U)-binding-splicing factor half pint, transcript variant X3","k",1.14434062098518
"TU23443","LOC111508385","G13202","poly(U)-binding-splicing factor half pint","refseq","XM_023163854.1","poly(U)-binding-splicing factor half pint, transcript variant X1","j",0.962181072033325
"TU23442","LOC111508385","G13202","poly(U)-binding-splicing factor half pint","refseq","XM_023163855.1","poly(U)-binding-splicing factor half pint, transcript variant X2","j",0.632979885071
"TU23441","LOC111508385","G13202","poly(U)-binding-splicing factor half pint","refseq","XM_023163855.1","poly(U)-binding-splicing factor half pint, transcript variant X2","=",-0.508845523216227
"TU28419","LOC111510245","G16048","protein 4.1 homolog","refseq","XM_023166146.1","protein 4.1 homolog, transcript variant X2","y",1.2639403296368
"TU23449","LOC111508385","G13202","poly(U)-binding-splicing factor half pint","refseq","XM_023163855.1","poly(U)-binding-splicing factor half pint, transcript variant X2","j",1.08306131863231
"TU23448","LOC111508385","G13202","poly(U)-binding-splicing factor half pint","refseq","XM_023163855.1","poly(U)-binding-splicing factor half pint, transcript variant X2","j",1.01754328879217
"TU4828","LOC111517540","G2676","ionotropic receptor 25a","refseq","XM_023173731.1","ionotropic receptor 25a","=",1.45324910667115
"TU27851",NA,"G15737","* hypothetical protein","novel","KAF6200729","hypothetical protein","r",18.050985606576
"TU18199",NA,"G10229","* Small glutamine-rich tetratricopeptide repeat-containing protein alpha","novel","KAG5899704","Small glutamine-rich tetratricopeptide repeat-containing protein alpha","u",-0.466643909351759
"TU18221","LOC111506327","G10241","nuclear receptor-binding factor 2-like","refseq","XM_023161360.1","nuclear receptor-binding factor 2-like","=",0.652216147010812
"TU17412",NA,"G9807","* pro-neuregulin-2, membrane-bound isoform-like","novel","KAG5892138","pro-neuregulin-2, membrane-bound isoform-like","u",1.62574693795298
"TU17414",NA,"G9808","* ---NA---","novel",NA,"---NA---","u",-1.16199818511256
"TU35234","LOC111512921","G20187","facilitated trehalose transporter Tret1-like","refseq","XM_023169081.1","facilitated trehalose transporter Tret1-like, transcript variant X2","=",-1.22956520648405
"TU35588","LOC111513057","G20415","uncharacterized LOC111513057","refseq","XM_023169217.1","uncharacterized LOC111513057","=",-0.705981053927441
"TU35582",NA,"G20410","* protein ALP1-like","novel","XP_023021258","protein ALP1-like","u",1.27542964080022
"TU12939","LOC111504308","G7272","cyclin-T2","refseq","XM_023158824.1","cyclin-T2, transcript variant X2","=",0.651051524437673
"TU6383","LOC111518182","G3530","L-xylulose reductase-like","refseq","XM_023174544.1","L-xylulose reductase-like","=",-1.65488183250159
"TU6380","LOC111518180","G3528","5-hydroxytryptamine receptor 1-like","refseq","XM_023174542.1","5-hydroxytryptamine receptor 1-like","i",-2.72473778629399
"TU19907","LOC111507000","G11184","talin-2","refseq","XM_023162213.1","talin-2, transcript variant X2","c",0.471775459508616
"TU33323","LOC111512221","G19051","DNA damage-regulated autophagy modulator protein 2-like","refseq","XM_023168321.1","DNA damage-regulated autophagy modulator protein 2-like","p",-2.88456238776107
"TU33322","LOC111512221","G19050","DNA damage-regulated autophagy modulator protein 2-like","refseq","XM_023168321.1","DNA damage-regulated autophagy modulator protein 2-like","j",-1.55192197067719
"TU33325","Trnav-aac","G19052",NA,"refseq","Trnav-aac_8",NA,"x",2.25474800373708
"TU6653",NA,"G3685","* nucleoporin GLE1-like","novel","XP_023030483","nucleoporin GLE1-like","u",-20.7516254313404
"TU18519","LOC111506444","G10400","tumor necrosis factor receptor superfamily member wengen","refseq","XM_023161509.1","tumor necrosis factor receptor superfamily member wengen","j",1.76574750888265
"TU44853","LOC111516841","G26644","inositol polyphosphate 1-phosphatase-like","refseq","XM_023172943.1","inositol polyphosphate 1-phosphatase-like","=",1.04480970219177
"TU41919",NA,"G24503","* unnamed protein product","novel","VEN38199","unnamed protein product","r",-3.18735458217044
"TU9545","LOC111502920","G5335","zinc finger protein 878-like","refseq","XM_023157103.1","zinc finger protein 878-like, transcript variant X1","j",-0.53309144274505
"TU32492","LOC111511885","G18531","peripheral plasma membrane protein CASK-like","refseq","XM_023167905.1","peripheral plasma membrane protein CASK-like","j",-23.467318940729
"TU32498","LOC111511893","G18535","phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like","refseq","XM_023167907.1","phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like","j",0.375707412783625
"TU37515","LOC111513794","G21616","uncharacterized LOC111513794","refseq","XR_002723266.1","uncharacterized LOC111513794","=",-25.0810943783396
"TU10294","LOC111503244","G5761","uncharacterized LOC111503244","refseq","XM_023157506.1","uncharacterized LOC111503244","n",-3.72184260680185
"TU40575","LOC111515040","G23576","uncharacterized LOC111515040","refseq","XR_002723465.1","uncharacterized LOC111515040","k",-1.89872529949393
"TU10291",NA,"G5760","* uncharacterized protein LOC111503243 ","novel","XP_023013264","uncharacterized protein LOC111503243 isoform X1","u",20.494870338994
"TU40573","LOC111515040","G23575","uncharacterized LOC111515040","refseq","XR_002723465.1","uncharacterized LOC111515040","y",-1.41558479024938
"TU40579","LOC111515041","G23579","uncharacterized LOC111515041","refseq","XR_002723466.1","uncharacterized LOC111515041, transcript variant X1","=",-3.02236102704993
"TU45367",NA,"G27052","* forkhead box protein P1-like","novel","KAF4533419","forkhead box protein P1-like","u",1.29973813378136
"TU25046",NA,"G14098","* ---NA---","novel",NA,"---NA---","u",0.956389728635397
"TU9978",NA,"G5602","* ---NA---","novel",NA,"---NA---","u",2.22997522093232
"TU22151","LOC111507861","G12445","protein disulfide-isomerase A3-like","refseq","XM_023163236.1","protein disulfide-isomerase A3-like","=",-0.792635679504025
"TU23287","LOC111508316","G13111","zinc finger protein 260-like","refseq","XM_023163765.1","zinc finger protein 260-like, transcript variant X1","j",0.689756139369879
"TU25872","LOC111509281","G14582","RNA-binding protein 5","refseq","XM_023164992.1","RNA-binding protein 5","j",1.12723816988647
"TU28165","LOC111510155","G15901","putative leucine-rich repeat-containing protein DDB_G0290503","refseq","XM_023166034.1","putative leucine-rich repeat-containing protein DDB_G0290503","=",1.79108321354116
"TU28166","LOC111510156","G15902","mitochondrial import inner membrane translocase subunit Tim17-B","refseq","XM_023166036.1","mitochondrial import inner membrane translocase subunit Tim17-B, transcript variant X2","=",0.547814612174242
"TU11824","LOC111503810","G6597","uncharacterized LOC111503810","refseq","XM_023158219.1","uncharacterized LOC111503810, transcript variant X1","i",1.07252093652249
"TU11829","LOC111503810","G6599","uncharacterized LOC111503810","refseq","XM_023158222.1","uncharacterized LOC111503810, transcript variant X4","j",-2.55457182048618
"TU13537","LOC111504557","G7636","myophilin","refseq","XM_023159140.1","myophilin, transcript variant X1","=",-0.501523877835445
"TU24399","LOC111508744","G13738","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase","refseq","XM_023164349.1","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial, transcript variant X2","k",-2.73669357025887
"TU24396","LOC111508741","G13735","SH2 domain-containing protein 4A-like","refseq","XM_023164344.1","SH2 domain-containing protein 4A-like","y",-23.5641973790258
"TU21349","LOC111507540","G11986","pleckstrin homology-like domain family B member 1","refseq","XM_023162867.1","pleckstrin homology-like domain family B member 1","i",6.80449234180597
"TU28998",NA,"G16399","* ---NA---","novel",NA,"---NA---","u",1.30175175450153
"TU28992","LOC111510489","G16396","leucine-rich repeat-containing protein 15-like","refseq","XM_023166414.1","leucine-rich repeat-containing protein 15-like","=",1.59707468056921
"TU24646","LOC111508840","G13874","uncharacterized LOC111508840","refseq","XR_002722570.1","uncharacterized LOC111508840, transcript variant X4","=",-2.84215188520422
"TU12665","LOC111504165","G7091","aldose 1-epimerase-like","refseq","XM_023158665.1","aldose 1-epimerase-like","j",26.6539019197961
"TU12664","LOC111504165","G7091","aldose 1-epimerase-like","refseq","XM_023158665.1","aldose 1-epimerase-like","=",0.946356927110158
"TU16969","LOC111505887","G9586","uncharacterized LOC111505887","refseq","XR_002722193.1","uncharacterized LOC111505887, transcript variant X2","j",0.676570985426078
"TU19292","LOC111506719","G10815","facilitated trehalose transporter Tret1-like","refseq","XM_023161902.1","facilitated trehalose transporter Tret1-like","k",-24.8598371181212
"TU19291","LOC111506719","G10815","facilitated trehalose transporter Tret1-like","refseq","XM_023161902.1","facilitated trehalose transporter Tret1-like","k",-0.898499175398665
"TU19290","LOC111506717","G10814","facilitated trehalose transporter Tret1-like","refseq","XM_023161899.1","facilitated trehalose transporter Tret1-like","=",-1.81150540935253
"TU5071","LOC111517679","G2824","putative acyl-CoA-binding protein","refseq","XM_023173891.1","putative acyl-CoA-binding protein","j",-0.741270747281659
"TU5070",NA,"G2823","* ---NA---","novel",NA,"---NA---","u",1.0823870281858
"TU38267","LOC111514083","G22089","uncharacterized LOC111514083","refseq","XR_002723306.1","uncharacterized LOC111514083","j",3.04609946047668
"TU38266","LOC111514082","G22088","neural/ectodermal development factor IMP-L2","refseq","XM_023170323.1","neural/ectodermal development factor IMP-L2","=",0.994769477851381
"TU38260","LOC111514080","G22085","uncharacterized LOC111514080","refseq","XR_002723304.1","uncharacterized LOC111514080","k",-3.22356419170309
"TU38269","LOC111514083","G22089","uncharacterized LOC111514083","refseq","XR_002723306.1","uncharacterized LOC111514083","j",2.55274589808185
"TU15563","LOC111505340","G8787","mitochondrial glutamate carrier 1-like","refseq","XM_023160133.1","mitochondrial glutamate carrier 1-like","=",-0.96824124348996
"TU11585","LOC111503736","G6456","zinc finger and SCAN domain-containing protein 12-like","refseq","XM_023158125.1","zinc finger and SCAN domain-containing protein 12-like","n",-0.76504659827659
"TU6032","LOC111518031","G3331","ammonium transporter Rh type B","refseq","XM_023174354.1","ammonium transporter Rh type B, transcript variant X2","=",2.07219856240165
"TU36959","LOC111513576","G21262","serine protease easter-like","refseq","XM_023169799.1","serine protease easter-like","j",-0.819357821605945
"TU36958","LOC111513576","G21262","serine protease easter-like","refseq","XM_023169799.1","serine protease easter-like","=",-1.10030451487588
"TU35793",NA,"G20553","* acidic leucine-rich nuclear phosphoprotein 32 family member B-like","novel","KAG5897780","acidic leucine-rich nuclear phosphoprotein 32 family member B-like","u",-1.50516561145727
"TU7345","LOC111502046","G4089","histone-lysine N-methyltransferase trithorax","refseq","XM_023156009.1","histone-lysine N-methyltransferase trithorax","=",-1.56156101162292
"TU16554","LOC111505710","G9326","polygalacturonase-like","refseq","XM_023160564.1","polygalacturonase-like","j",-5.48240765589526
"TU16556","LOC111505712","G9328","transmembrane protein 268","refseq","XM_023160565.1","transmembrane protein 268, transcript variant X1","k",0.766072387226006
"TU33829","LOC111512392","G19352","uncharacterized LOC111512392","refseq","XM_023168503.1","uncharacterized LOC111512392","=",-0.846106675113803
"TU5826","LOC111517951","G3221","DNA replication licensing factor Mcm6","refseq","XM_023174250.1","DNA replication licensing factor Mcm6","j",-0.825226477674381
"TU34448","LOC111512618","G19701","uncharacterized LOC111512618","refseq","XR_002723093.1","uncharacterized LOC111512618","k",-0.385918152574825
"TU34442","LOC111512617","G19697","pre-mRNA cleavage complex 2 protein Pcf11-like","refseq","XM_023168760.1","pre-mRNA cleavage complex 2 protein Pcf11-like","i",-1.65603596793958
"TU4001","LOC111516989","G2197","GATA-binding factor C-like","refseq","XM_023173061.1","GATA-binding factor C-like","j",-23.1032016623668
"TU4007","LOC111517013","G2201","RNA polymerase II-associated protein 1","refseq","XM_023173074.1","RNA polymerase II-associated protein 1, transcript variant X1","=",0.67475772062209
"TU4060","LOC111517185","G2232","histone-lysine N-methyltransferase 2D-like","refseq","XM_023173256.1","histone-lysine N-methyltransferase 2D-like","j",15.3608668342827
"TU38911","LOC111514339","G22508","myrosinase 1-like","refseq","XM_023170577.1","myrosinase 1-like","i",-5.21863101632461
"TU38913","LOC111514340","G22510","putative transcription factor capicua","refseq","XM_023170578.1","putative transcription factor capicua","j",0.888521762101814
"TU3872","LOC111516138","G2120","Down syndrome critical region protein 3","refseq","XM_023172321.1","Down syndrome critical region protein 3","=",0.667485537091596
"TU37495","LOC111513784","G21604","nucleoporin Ndc1","refseq","XM_023170010.1","nucleoporin Ndc1","=",-1.18185673293343
"TU32048","LOC111511704","G18239","L-xylulose reductase-like","refseq","XM_023167739.1","L-xylulose reductase-like","j",-0.864951662369016
"TU28","LOC111511049","G20","facilitated trehalose transporter Tret1-like","refseq","XM_023167388.1","facilitated trehalose transporter Tret1-like","x",1.01966116832436
"TU2050","LOC111507420","G1103","zinc finger protein 664-like","refseq","XM_023162717.1","zinc finger protein 664-like","=",0.526304660904398
"TU44245","LOC111516583","G26185","proteasome activator complex subunit 4A-like","refseq","XM_023172734.1","proteasome activator complex subunit 4A-like","o",-1.3041371444484
"TU20186","LOC111507121","G11341","coiled-coil domain-containing protein 61-like","refseq","XM_023162377.1","coiled-coil domain-containing protein 61-like","=",-16.4226698858028
"TU20181","LOC111507108","G11338","glucose-6-phosphate isomerase","refseq","XM_023162358.1","glucose-6-phosphate isomerase","=",-0.986931545334123
"TU39294","LOC111514514","G22754","ras-related protein Rap-2b","refseq","XM_023170754.1","ras-related protein Rap-2b, transcript variant X2","=",1.31884078971345
"TU43346","LOC111516189","G25495","glutamate receptor ionotropic","refseq","XM_023172364.1","glutamate receptor ionotropic, kainate 2-like","o",-1.20948020258625
"TU45442","LOC111517105","G27119","O-acyltransferase like protein-like","refseq","XM_023173142.1","O-acyltransferase like protein-like","=",-1.42621289364671
"TU24401","LOC111508743","G13739","activating signal cointegrator 1 complex subunit 1-like","refseq","XM_023164346.1","activating signal cointegrator 1 complex subunit 1-like, transcript variant X1","=",1.2167673519771
"TU1800","LOC111506265","G961","protein unzipped","refseq","XM_023161294.1","protein unzipped","=",0.447207507626197
"TU1808","LOC111506275","G969","homeobox protein TGIF2LX-like","refseq","XM_023161304.1","homeobox protein TGIF2LX-like, transcript variant X1","y",-0.270818213426376
"TU24788","LOC111508887","G13946","probable RNA-directed DNA polymerase from transposon X-element","refseq","XM_023164519.1","probable RNA-directed DNA polymerase from transposon X-element, transcript variant X3","=",-24.1744399986192
"TU26806","LOC111509661","G15125","transcription initiation factor TFIID subunit 4-like","refseq","XM_023165439.1","transcription initiation factor TFIID subunit 4-like","j",-1.43737921651122
"TU18721","LOC111506499","G10521","28 kDa heat- and acid-stable phosphoprotein","refseq","XM_023161576.1","28 kDa heat- and acid-stable phosphoprotein","=",0.314089318018987
"TU18723","LOC111506498","G10523","serine/arginine-rich splicing factor 2-like","refseq","XM_023161575.1","serine/arginine-rich splicing factor 2-like","p",1.08047938237227
"TU15267","LOC111505217","G8612","uncharacterized LOC111505217","refseq","XR_002722089.1","uncharacterized LOC111505217","k",1.99520281951086
"TU21638","LOC111507647","G12140","probable G-protein coupled receptor 158","refseq","XM_023162991.1","probable G-protein coupled receptor 158","c",1.9213138099364
"TU7666","LOC111502185","G4262","single-pass membrane and coiled-coil domain-containing protein 4 homolog","refseq","XM_023156194.1","single-pass membrane and coiled-coil domain-containing protein 4 homolog","k",-10.9110465551707
"TU26119","LOC111509386","G14743","maltase 1-like","refseq","XM_023165132.1","maltase 1-like, transcript variant X1","=",-5.71285932045501
"TU26117","LOC111509382","G14742","LIM/homeobox protein LMX-1.2","refseq","XM_023165109.1","LIM/homeobox protein LMX-1.2, transcript variant X1","j",5.8692066836729
"TU29935","LOC111510868","G16958","protein lethal(2)essential for life-like","refseq","XM_023166821.1","protein lethal(2)essential for life-like","=",-1.10813446982781
"TU10345","LOC111503270","G5796","phosphatidylinositol 3-kinase catalytic subunit type 3","refseq","XM_023157538.1","phosphatidylinositol 3-kinase catalytic subunit type 3, transcript variant X1","=",1.13376166077961
"TU4531","LOC111517385","G2502","facilitated trehalose transporter Tret1-like","refseq","XM_023173533.1","facilitated trehalose transporter Tret1-like","k",-16.1795182208256
"TU2526","LOC111509426","G1354","plexin-A4-like","refseq","XM_023165184.1","plexin-A4-like, transcript variant X1","=",-0.904144435261006
"TU29063","LOC111510510","G16434","uncharacterized MFS-type transporter C09D4.1-like","refseq","XM_023166436.1","uncharacterized MFS-type transporter C09D4.1-like","=",-2.54378441435777
"TU29065","LOC111510509","G16435","uncharacterized LOC111510509","refseq","XR_002722796.1","uncharacterized LOC111510509","e",-2.38655809288551
"TU17371","LOC111506036","G9795","bone morphogenetic protein 4","refseq","XM_023160961.1","bone morphogenetic protein 4","p",-1.87526342379633
"TU37430","LOC111513755","G21560","acetylcholine receptor subunit beta-like 2","refseq","XM_023169981.1","acetylcholine receptor subunit beta-like 2","j",1.97173705023336
"TU12252","LOC111504003","G6846","ATP-dependent (S)-NAD(P)H-hydrate dehydratase","refseq","XM_023158467.1","ATP-dependent (S)-NAD(P)H-hydrate dehydratase, transcript variant X2","=",0.385548935017405
"TU184","LOC111507077","G100","malate dehydrogenase","refseq","XM_023162360.1","malate dehydrogenase, mitochondrial","=",-0.930080017824098
"TU15708","LOC111505392","G8856","spidroin-1-like","refseq","XM_023160185.1","spidroin-1-like","=",-7.38300078933781
"TU4511","LOC111517391","G2492","filamin-A","refseq","XM_023173540.1","filamin-A, transcript variant X3","=",1.61661910095078
"TU42414","LOC111515788","G24835","dentin sialophosphoprotein-like","refseq","XM_023171989.1","dentin sialophosphoprotein-like","j",1.3098915278252
"TU29266",NA,"G16556","* hypothetical protein evm_004501","novel","RVE50934","hypothetical protein evm_004501","r",-5.2763012868365
"TU8893","LOC111502698","G4973","deoxycytidylate deaminase","refseq","XM_023156841.1","deoxycytidylate deaminase","=",1.78529440841651
"TU24850",NA,"G13977","* uncharacterized protein LOC111045272","novel","XP_039285555","uncharacterized protein LOC111045272","u",5.05500792148384
"TU8896",NA,"G4976","* ---NA---","novel",NA,"---NA---","u",-2.9137951936586
"TU44152","LOC111516543","G26111","NADH dehydrogenase [ubiquinone] flavoprotein 1","refseq","XM_023172696.1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like","c",-2.7256198713667
"TU44150","LOC111516541","G26109","uncharacterized LOC111516541","refseq","XM_023172694.1","uncharacterized LOC111516541","m",1.12179388421791
"TU37267","LOC111513691","G21454","deoxyribose-phosphate aldolase","refseq","XM_023169919.1","deoxyribose-phosphate aldolase","=",-0.543206878976957
"TU40562","LOC111515037","G23568","high affinity cationic amino acid transporter 1-like","refseq","XM_023171275.1","high affinity cationic amino acid transporter 1-like","j",23.0399230355292
"TU6915","LOC111501873","G3827","uncharacterized LOC111501873","refseq","XM_023155790.1","uncharacterized LOC111501873, transcript variant X1","x",-1.89597609894414
"TU35875","LOC111513164","G20599","phospholipase D1-like","refseq","XM_023169329.1","phospholipase D1-like","=",-0.723994026236415
"TU11131",NA,"G6198","* ---NA---","novel",NA,"---NA---","u",1.08649144528064
"TU11136","LOC111503525","G6202","neurexin-4","refseq","XM_023157854.1","neurexin-4","j",-0.72199787255744
"TU29181",NA,"G16510","* uncharacterized protein LOC114326469","novel","XP_028130658","uncharacterized protein LOC114326469","u",-5.5889625855982
"TU45289",NA,"G26988","* uncharacterized protein LOC114328927","novel","XP_028133714","uncharacterized protein LOC114328927","u",-1.11555774276836
"TU14560","LOC111504933","G8194","inter-alpha-trypsin inhibitor heavy chain H4-like","refseq","XM_023159659.1","inter-alpha-trypsin inhibitor heavy chain H4-like, transcript variant X6","=",2.37530734345374
"TU14564",NA,"G8197","* ---NA---","novel",NA,"---NA---","u",1.3564172355088
"TU17030","LOC111505906","G9618","outer dense fiber protein 2","refseq","XM_023160801.1","outer dense fiber protein 2, transcript variant X1","m",4.71542343219162
"TU35611","LOC111513064","G20429","EEF1A lysine methyltransferase 2","refseq","XM_023169226.1","EEF1A lysine methyltransferase 2","i",-1.02438488337398
"TU35613","LOC111513063","G20430","dnaJ homolog subfamily C member 17","refseq","XM_023169225.1","dnaJ homolog subfamily C member 17","=",-0.81043309619635
"TU35612","LOC111513064","G20429","EEF1A lysine methyltransferase 2","refseq","XM_023169226.1","EEF1A lysine methyltransferase 2","i",-1.4146530596926
"TU3242","LOC111513118","G1756","ubinuclein-1-like","refseq","XM_023169282.1","ubinuclein-1-like","=",-0.878303509588168
"TU33610",NA,"G19215","* ---NA---","novel",NA,"---NA---","u",-19.5112703737929
"TU45208",NA,"G26923","* arrestin homolog ","novel","KAG5898946","arrestin homolog isoform X2","u",1.44473544011348
"TU30824","LOC111511227","G17494","autism susceptibility gene 2 protein-like","refseq","XM_023167244.1","autism susceptibility gene 2 protein-like","e",-0.810346957046267
"TU3934","LOC111516570","G2154","V-type proton ATPase subunit E","refseq","XM_023172726.1","V-type proton ATPase subunit E","=",-0.702460006761656
"TU3932","LOC111516550","G2152","transmembrane protein 208","refseq","XM_023172704.1","transmembrane protein 208","j",-0.307877607049492
"TU3931","LOC111516539","G2151","palmitoyltransferase ZDHHC3","refseq","XM_023172695.1","palmitoyltransferase ZDHHC3","j",-0.415468281958707
"TU19587","LOC111506849","G10975","tRNA (adenine(37)-N6)-methyltransferase","refseq","XM_023162062.1","tRNA (adenine(37)-N6)-methyltransferase","=",-0.630021902112536
"TU10042","LOC111503138","G5632","zinc carboxypeptidase A 1-like","refseq","XM_023157365.1","zinc carboxypeptidase A 1-like","j",-3.28169347843424
"TU27081","LOC111509753","G15276","potassium voltage-gated channel subfamily H member 6-like","refseq","XM_023165561.1","potassium voltage-gated channel subfamily H member 6-like","i",-0.971925751974621
"TU38705","LOC111514253","G22385","innexin inx7-like","refseq","XM_023170491.1","innexin inx7-like","p",1.53588602336402
"TU38707","LOC111514253","G22386","innexin inx7-like","refseq","XM_023170491.1","innexin inx7-like","=",0.689441900665998
"TU36730",NA,"G21111","* uncharacterized protein LOC111512886","novel","XP_023024814","uncharacterized protein LOC111512886","u",-3.83074333632948
"TU36735","LOC111513495","G21115","spermidine synthase","refseq","XM_023169711.1","spermidine synthase","j",-0.852616609103048
"TU31701","LOC111511553","G18025","protein ABHD18","refseq","XM_023167581.1","protein ABHD18","=",-0.839283049613778
"TU38454",NA,"G22214","* hypothetical protein B7P43_G06453","novel","PNF28788","hypothetical protein B7P43_G06453","r",1.45618394739978
"TU39158","LOC111514440","G22664","mpv17-like protein 2","refseq","XM_023170683.1","mpv17-like protein 2","j",0.871082414985449
