"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange"
"TU12433","LOC111504067","G6944","type 2 phosphatidylinositol 4","refseq","XM_023158549.1","type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase","=",0.552945784440223
"TU12431","LOC111504066","G6942","zinc finger matrin-type protein 2","refseq","XM_023158548.1","zinc finger matrin-type protein 2","=",-0.666336634087059
"TU15789","LOC111505420","G8901","uncharacterized LOC111505420","refseq","XM_023160218.1","uncharacterized LOC111505420, transcript variant X1","j",24.209087582899
"TU21576","LOC111507620","G12105","acyl-CoA Delta(11) desaturase-like","refseq","XM_023162963.1","acyl-CoA Delta(11) desaturase-like","j",18.9164342497829
"TU21570","LOC111507619","G12103","uncharacterized LOC111507619","refseq","XR_002722416.1","uncharacterized LOC111507619","j",-1.59494934015846
"TU109","LOC111503161","G59","uncharacterized LOC111503161","refseq","XM_023157430.1","uncharacterized LOC111503161","j",18.6548630609939
"TU21578","LOC111507622","G12106","acyl-CoA Delta(11) desaturase-like","refseq","XM_023162965.1","acyl-CoA Delta(11) desaturase-like","j",0.766794586403722
"TU11209","LOC111503568","G6250","ADAMTS-like protein 4","refseq","XM_023157911.1","ADAMTS-like protein 4","j",0.912709534219668
"TU28569","LOC111510303","G16145","neuroplastin","refseq","XM_023166212.1","neuroplastin","j",0.566422827303956
"TU31844","LOC111511615","G18118","MKRN2 opposite strand protein","refseq","XM_023167645.1","MKRN2 opposite strand protein","j",0.950572408787859
"TU35343",NA,"G20248","* NEDD4-binding protein 2-like ","novel","XP_023019195","NEDD4-binding protein 2-like isoform X1","u",-2.92783516339675
"TU35697","LOC111513096","G20485","uncharacterized LOC111513096","refseq","XM_023169256.1","uncharacterized LOC111513096","j",-1.53015849115082
"TU14692","LOC111504977","G8266","probable cytochrome P450 305a1","refseq","XM_023159709.1","probable cytochrome P450 305a1","j",2.02330356294319
"TU17521","LOC111506093","G9871","lactosylceramide 4-alpha-galactosyltransferase-like","refseq","XM_023161040.1","lactosylceramide 4-alpha-galactosyltransferase-like, transcript variant X4","=",0.770800920751689
"TU4384","LOC111517337","G2414","B1 protein-like","refseq","XM_023173453.1","B1 protein-like","=",-0.960036273252221
"TU1153","LOC111503273","G585","tyrosine-protein phosphatase 10D","refseq","XM_023157548.1","tyrosine-protein phosphatase 10D, transcript variant X2","j",0.868515084734865
"TU6723","LOC111518328","G3722","extracellular globin-E1-like","refseq","XM_023174747.1","extracellular globin-E1-like, transcript variant X1","j",-0.7449843889051
"TU40459","LOC111515000","G23499","probable nuclear hormone receptor HR38","refseq","XM_023171234.1","probable nuclear hormone receptor HR38","k",19.7906457071021
"TU663","LOC111518292","G336","7-methylguanosine phosphate-specific 5'-nucleotidase","refseq","XM_023174710.1","7-methylguanosine phosphate-specific 5'-nucleotidase","=",0.410633298858014
"TU669","LOC111501799","G342","brain tumor protein-like","refseq","XM_023155725.1","brain tumor protein-like, transcript variant X2","e",0.873307388008884
"TU4651","LOC111517466","G2583","zinc finger matrin-type protein 3","refseq","XM_023173634.1","zinc finger matrin-type protein 3","j",21.7113589189891
"TU32129","LOC111511737","G18290","MAP kinase-activated protein kinase 2","refseq","XM_023167768.1","MAP kinase-activated protein kinase 2","c",0.882052157452461
"TU27003",NA,"G15238","* ---NA---","novel",NA,"---NA---","r",-1.00676009508981
"TU32784","LOC111512020","G18719","RNA polymerase II-associated factor 1 homolog","refseq","XM_023168107.1","RNA polymerase II-associated factor 1 homolog","=",0.357362820641937
"TU30782","LOC111511211","G17467","actin-related protein 2","refseq","XM_023167225.1","actin-related protein 2, transcript variant X1","=",0.675442856432292
"TU30787","LOC111511206","G17468","putative WEB family protein At1g65010","refseq","XM_023167218.1","putative WEB family protein At1g65010, chloroplastic, transcript variant X1","j",3.35643000120573
"TU31787","LOC111511589","G18079","cytochrome P450 4C1-like","refseq","XM_023167615.1","cytochrome P450 4C1-like","c",19.7606004849191
"TU37590","LOC111513817","G21663","ubiquitin carboxyl-terminal hydrolase 8-like","refseq","XM_023170035.1","ubiquitin carboxyl-terminal hydrolase 8-like, transcript variant X1","j",1.52677582958474
"TU45566","LOC111517117","G27174","sodium bicarbonate cotransporter 3","refseq","XM_023173164.1","sodium bicarbonate cotransporter 3, transcript variant X6","n",-22.740177900185
"TU45563","LOC111517117","G27174","sodium bicarbonate cotransporter 3","refseq","XM_023173159.1","sodium bicarbonate cotransporter 3, transcript variant X1","n",21.223505872084
"TU34952","LOC111512807","G20012","putative inorganic phosphate cotransporter","refseq","XM_023168971.1","putative inorganic phosphate cotransporter","i",-1.33811562566543
"TU30436","LOC111511077","G17264","transcription factor cwo","refseq","XM_023167079.1","transcription factor cwo","=",0.594526593192945
"TU8717","LOC111502625","G4872","ribokinase-like","refseq","XM_023156742.1","ribokinase-like, transcript variant X3","m",-1.11046653731065
"TU48","LOC111517749","G34","DNA topoisomerase 3-beta-1","refseq","XM_023174047.1","DNA topoisomerase 3-beta-1","j",0.432823601505268
"TU21770","LOC111507712","G12222","low-density lipoprotein receptor-related protein 1B-like","refseq","XM_023163059.1","low-density lipoprotein receptor-related protein 1B-like","p",-0.877257079173263
"TU23193","LOC111508273","G13053","uncharacterized LOC111508273","refseq","XM_023163713.1","uncharacterized LOC111508273","=",-6.47253115520265
"TU28364","LOC111510222","G16014","uncharacterized LOC111510222","refseq","XR_002722749.1","uncharacterized LOC111510222","j",-23.0172884344172
"TU11957","LOC111503865","G6681","activating transcription factor 3","refseq","XM_023158295.1","activating transcription factor 3","j",8.3737385996215
"TU41073",NA,"G23911","* zinc finger protein 271-like","novel","XP_023028437","zinc finger protein 271-like","u",1.51290335627397
"TU29103","LOC111510533","G16465","trypsin-7-like","refseq","XM_023166451.1","trypsin-7-like","j",-7.59353958818804
"TU29104","LOC111510532","G16466","trypsin-7-like","refseq","XM_023166450.1","trypsin-7-like","=",-7.12025403883661
"TU29106","LOC111510529","G16468","trypsin-3-like","refseq","XM_023166447.1","trypsin-3-like","=",-10.4764005002298
"TU29107","LOC111510531","G16469","chymotrypsin-1-like","refseq","XM_023166449.1","chymotrypsin-1-like","j",-2.25233312196616
"TU43502","LOC111516243","G25614","uncharacterized LOC111516243","refseq","XM_023172419.1","uncharacterized LOC111516243","o",1.66197970210991
"TU43503",NA,"G25615","* ---NA---","novel",NA,"---NA---","u",-1.2369148651057
"TU4853","LOC111517557","G2690","aldose reductase-like","refseq","XM_023173750.1","aldose reductase-like","=",-4.32536058660484
"TU7039","LOC111501921","G3911","ankyrin-3-like","refseq","XM_023155852.1","ankyrin-3-like, transcript variant X1","j",20.8336999733367
"TU16104","LOC111505543","G9077","prostatic acid phosphatase-like","refseq","XM_023160371.1","prostatic acid phosphatase-like","j",-2.72876824135459
"TU16108","LOC111505547","G9080","prostatic acid phosphatase-like","refseq","XM_023160372.1","prostatic acid phosphatase-like","=",-1.2555318747015
"TU4410","LOC111517345","G2429","TBC1 domain family member 22B","refseq","XM_023173471.1","TBC1 domain family member 22B","=",0.357386959810304
"TU4415","LOC111517349","G2434","uncharacterized LOC111517349","refseq","XM_023173477.1","uncharacterized LOC111517349","=",-3.4816886474391
"TU4416","LOC111517349","G2434","uncharacterized LOC111517349","refseq","XM_023173477.1","uncharacterized LOC111517349","m",-0.734552613480271
"TU4417","LOC111517349","G2434","uncharacterized LOC111517349","refseq","XM_023173477.1","uncharacterized LOC111517349","m",-1.56547205042584
"TU17550","LOC111506100","G9886","uncharacterized LOC111506100","refseq","XM_023161051.1","uncharacterized LOC111506100","j",0.852829117223918
"TU44364",NA,"G26275","* E3 ubiquitin-protein ligase RNF25","novel","XP_023028541","E3 ubiquitin-protein ligase RNF25","u",-0.886651529374654
"TU6102","LOC111518065","G3369","uncharacterized LOC111518065","refseq","XM_023174406.1","uncharacterized LOC111518065, transcript variant X2","k",0.664366906933427
"TU6105","LOC111518065","G3371","uncharacterized LOC111518065","refseq","XM_023174405.1","uncharacterized LOC111518065, transcript variant X1","x",1.65715718093908
"TU30233","LOC111510991","G17142","probable phospholipid-transporting ATPase IA","refseq","XM_023166978.1","probable phospholipid-transporting ATPase IA, transcript variant X6","=",21.9144904237139
"TU17770","LOC111506169","G9997","inositol polyphosphate multikinase","refseq","XM_023161172.1","inositol polyphosphate multikinase","j",0.696382516177195
"TU8992","LOC111502730","G5021","protein TRC8 homolog","refseq","XM_023156889.1","protein TRC8 homolog, transcript variant X3","j",-1.87401226284493
"TU1340","LOC111504229","G687","probable serine/threonine-protein kinase kinX","refseq","XM_023158743.1","probable serine/threonine-protein kinase kinX, transcript variant X1","i",1.17639758224737
"TU31620","LOC111511525","G17980","neogenin","refseq","XM_023167543.1","neogenin","j",2.58533116109863
"TU27674","LOC111509984","G15631","uncharacterized LOC111509984","refseq","XM_023165847.1","uncharacterized LOC111509984","j",2.21371022453493
"TU27675","LOC111509984","G15631","uncharacterized LOC111509984","refseq","XM_023165847.1","uncharacterized LOC111509984","j",2.92307918010937
"TU44006","LOC111516477","G26003","serine/Arginine-related protein 53-like","refseq","XM_023172630.1","serine/Arginine-related protein 53-like, transcript variant X2","m",0.798434842456052
"TU27678","LOC111509984","G15632","uncharacterized LOC111509984","refseq","XM_023165847.1","uncharacterized LOC111509984","j",-0.88511704167109
"TU12110","LOC111503943","G6778","coiled-coil domain-containing protein 25","refseq","XM_023158388.1","coiled-coil domain-containing protein 25","j",-0.486696391960078
"TU38013","LOC111513981","G21928","uncharacterized LOC111513981","refseq","XM_023170206.1","uncharacterized LOC111513981","=",1.18392211872287
"TU8521","LOC111502535","G4743","uncharacterized LOC111502535","refseq","XM_023156635.1","uncharacterized LOC111502535","=",4.23942103774008
"TU8528","LOC111502538","G4749","LIM domain only protein 3-like","refseq","XM_023156640.1","LIM domain only protein 3-like","=",0.924191533027147
"TU28875","LOC111510444","G16329","methyltransferase-like protein 6","refseq","XM_023166370.1","methyltransferase-like protein 6, transcript variant X2","e",0.795300536605182
"TU18656",NA,"G10496","* uncharacterized protein LOC111513516, partial","novel","XP_023025501","uncharacterized protein LOC111513516, partial","u",-1.2381829396119
"TU18385","LOC111506380","G10318","E3 ubiquitin-protein ligase Rnf220-like","refseq","XM_023161437.1","E3 ubiquitin-protein ligase Rnf220-like","j",-7.43980565871675
"TU18380","LOC111506378","G10314","ubiquitin-conjugating enzyme E2 N","refseq","XM_023161435.1","ubiquitin-conjugating enzyme E2 N","=",0.60977516651425
"TU29808","LOC111510826","G16888","glutenin","refseq","XM_023166778.1","glutenin, high molecular weight subunit 12-like","=",4.15239210416176
"TU38041",NA,"G21949","* uncharacterized protein LOC111514656","novel","XP_023026679","uncharacterized protein LOC111514656","u",3.90883945087831
"TU14403","LOC111504865","G8100","zinc finger protein 732-like","refseq","XM_023159576.1","zinc finger protein 732-like, transcript variant X2","j",20.0532145997476
"TU4335","LOC111517327","G2388","myosin regulatory light chain sqh","refseq","XM_023173434.1","myosin regulatory light chain sqh","=",0.537721987183688
"TU6221","LOC111518096","G3431","phosphatidylinositide phosphatase SAC1","refseq","XM_023174437.1","phosphatidylinositide phosphatase SAC1","k",11.4610402988583
"TU6220","LOC111518096","G3431","phosphatidylinositide phosphatase SAC1","refseq","XM_023174437.1","phosphatidylinositide phosphatase SAC1","k",21.7313545913287
"TU41774","LOC111515525","G24401","msx2-interacting protein-like","refseq","XM_023171744.1","msx2-interacting protein-like","e",1.42923710376979
"TU290","LOC111510903","G143","uncharacterized LOC111510903","refseq","XM_023166910.1","uncharacterized LOC111510903","=",-2.01466819042635
"TU3673","LOC111515351","G2014","neuronal PAS domain-containing protein 2-like","refseq","XM_023171595.1","neuronal PAS domain-containing protein 2-like, transcript variant X3","=",5.15870381244149
"TU3674","LOC111515351","G2014","neuronal PAS domain-containing protein 2-like","refseq","XM_023171582.1","neuronal PAS domain-containing protein 2-like, transcript variant X1","j",22.0996147235085
"TU36364","LOC111513366","G20893","basement membrane-specific heparan sulfate proteoglycan core protein-like","refseq","XM_023169567.1","basement membrane-specific heparan sulfate proteoglycan core protein-like","j",19.6888477254121
"TU43290","LOC111516162","G25449","pyridoxine/pyridoxamine 5'-phosphate oxidase","refseq","XM_023172340.1","pyridoxine/pyridoxamine 5'-phosphate oxidase","=",0.627192368338827
"TU45198","LOC111517030","G26913","ciliogenesis-associated TTC17-interacting protein-like","refseq","XM_023173086.1","ciliogenesis-associated TTC17-interacting protein-like","m",0.761520993171289
"TU11628","LOC111503733","G6480","protein cornichon homolog 4","refseq","XM_023158120.1","protein cornichon homolog 4","=",0.425746151870318
"TU28202","LOC111510168","G15922","lipase member H-A-like","refseq","XM_023166055.1","lipase member H-A-like, transcript variant X5","m",-1.24241014929648
"TU2202","LOC111508085","G1193","uncharacterized LOC111508085","refseq","XR_002722481.1","uncharacterized LOC111508085","e",0.751388150959896
"TU35184","LOC111512895","G20160","peptidyl-prolyl cis-trans isomerase D-like","refseq","XM_023169051.1","peptidyl-prolyl cis-trans isomerase D-like, transcript variant X1","=",-1.13541967026466
"TU39304","LOC111514503","G22760","uncharacterized LOC111514503","refseq","XR_002723374.1","uncharacterized LOC111514503","=",-0.737281990114281
"TU33722",NA,"G19281","* ---NA---","novel",NA,"---NA---","u",3.88869356389798
"TU42998","LOC111516032","G25236","receptor-type guanylate cyclase Gyc76C-like","refseq","XM_023172221.1","receptor-type guanylate cyclase Gyc76C-like","=",0.514145528616586
"TU39309","LOC111514499","G22764","queuosine salvage protein","refseq","XM_023170736.1","queuosine salvage protein","j",22.0920654653149
"TU39905","LOC111514754","G23140","rho guanine nucleotide exchange factor 25-like","refseq","XM_023171004.1","rho guanine nucleotide exchange factor 25-like, transcript variant X2","=",1.89599940988564
"TU39901","LOC111514752","G23138","troponin C-like","refseq","XM_023171000.1","troponin C-like","=",-1.58228255649662
"TU8818","LOC111502670","G4932","threonine--tRNA ligase","refseq","XM_023156800.1","threonine--tRNA ligase, cytoplasmic, transcript variant X2","j",0.899662691173301
"TU31256","LOC111511400","G17753","uncharacterized LOC111511400","refseq","XM_023167414.1","uncharacterized LOC111511400","k",0.640910125918764
"TU34508",NA,"G19738","* uncharacterized protein LOC112050734","novel","XP_023944838","uncharacterized protein LOC112050734","u",-1.30189606103932
"TU32096","LOC111511720","G18266","nucleolar complex protein 4 homolog B","refseq","XM_023167754.1","nucleolar complex protein 4 homolog B","j",22.2127316334157
"TU30123",NA,"G17070","* vitamin K epoxide reductase complex subunit 1-like protein 1","novel","KAG5866532","vitamin K epoxide reductase complex subunit 1-like protein 1","u",0.519338393034068
"TU5175","LOC111517713","G2874","maternal protein pumilio","refseq","XM_023173951.1","maternal protein pumilio, transcript variant X2","j",5.0692766184248
"TU36644","LOC111513460","G21052","uncharacterized LOC111513460","refseq","XM_023169678.1","uncharacterized LOC111513460, transcript variant X2","=",1.84244956316687
"TU32713","LOC111511986","G18674","protein grainyhead","refseq","XM_023168068.1","protein grainyhead, transcript variant X2","j",5.34226191186553
"TU13475","LOC111504528","G7591","T-complex protein 1 subunit theta","refseq","XM_023159101.1","T-complex protein 1 subunit theta","j",0.476348708066596
"TU29275",NA,"G16563","* jerky protein homolog-like","novel","XP_035453147","jerky protein homolog-like","u",0.984792264897491
"TU21067","LOC111507439","G11833","proliferation-associated protein 2G4","refseq","XM_023162731.1","proliferation-associated protein 2G4","=",0.552684664829562
"TU21068","LOC111507440","G11834","coronin-2B-like","refseq","XM_023162733.1","coronin-2B-like, transcript variant X2","=",0.721912371546129
"TU19081",NA,"G10717","* unnamed protein product","novel","CAD7223689","unnamed protein product","u",-1.46845507356339
"TU19085","LOC111506637","G10719","fatty-acid amide hydrolase 2-A-like","refseq","XM_023161761.1","fatty-acid amide hydrolase 2-A-like, transcript variant X1","k",1.31335838607045
"TU19088","LOC111506637","G10719","fatty-acid amide hydrolase 2-A-like","refseq","XM_023161763.1","fatty-acid amide hydrolase 2-A-like, transcript variant X2","j",23.613573378014
"TU18023","LOC111506246","G10123","aspartyl/asparaginyl beta-hydroxylase","refseq","XM_023161257.1","aspartyl/asparaginyl beta-hydroxylase","j",-20.9344542964985
"TU18025","LOC111506246","G10123","aspartyl/asparaginyl beta-hydroxylase","refseq","XM_023161257.1","aspartyl/asparaginyl beta-hydroxylase","j",-24.3831787510773
"TU13866",NA,"G7806","* Putative uncharacterized transposon-derived protein F54H12.3-like Protein","novel","KAG5895682","Putative uncharacterized transposon-derived protein F54H12.3-like Protein","u",-19.1370764801745
"TU5946","LOC111518000","G3291","engulfment and cell motility protein 2-like","refseq","XM_023174306.1","engulfment and cell motility protein 2-like","i",-0.878045592135209
"TU42691","LOC111515899","G25018","zinc transporter foi-like","refseq","XM_023172100.1","zinc transporter foi-like","m",-0.919118016354115
"TU38544","LOC111514188","G22273","ras-GEF domain-containing family member 1B-like","refseq","XM_023170428.1","ras-GEF domain-containing family member 1B-like","=",1.05206972029515
"TU27069","LOC111509744","G15270","uncharacterized LOC111509744","refseq","XM_023165543.1","uncharacterized LOC111509744, transcript variant X2","j",3.49729256015716
"TU27068","LOC111509744","G15270","uncharacterized LOC111509744","refseq","XM_023165543.1","uncharacterized LOC111509744, transcript variant X2","=",17.9891783416744
"TU30110","LOC111510930","G17060","frizzled-1-like","refseq","XM_023166906.1","frizzled-1-like","=",0.569041228376476
"TU37752","LOC111513876","G21761","transmembrane protein 120 homolog","refseq","XM_023170096.1","transmembrane protein 120 homolog","o",-0.785765784390542
"TU2798","LOC111510814","G1495","zinc finger protein 271-like","refseq","XM_023166766.1","zinc finger protein 271-like","k",0.824051635032062
"TU40583","LOC111515042","G23581","uncharacterized LOC111515042","refseq","XM_023171280.1","uncharacterized LOC111515042","=",0.820033931121624
"TU21336",NA,"G11978","* 54S ribosomal protein c83.06c, mitochondrial","novel","KAF7285904","54S ribosomal protein c83.06c, mitochondrial","u",-0.544909161968135
"TU34800","LOC111512756","G19923","cathepsin L-like proteinase","refseq","XM_023168905.1","cathepsin L-like proteinase","j",-4.16093269257802
"TU25011","LOC111508966","G14075","long-chain fatty acid transport protein 4-like","refseq","XM_023164623.1","long-chain fatty acid transport protein 4-like","j",9.6777838683281
"TU34805","LOC111512759","G19925","uncharacterized LOC111512759","refseq","XM_023168907.1","uncharacterized LOC111512759, transcript variant X1","=",21.6957469330368
"TU9840","LOC111503053","G5505","zinc finger protein ush","refseq","XM_023157256.1","zinc finger protein ush","j",9.96877364696331
"TU10721",NA,"G5993","* hypothetical protein JTB14_015167","novel","KAG5899677","hypothetical protein JTB14_015167","u",-1.47634690690671
"TU38839",NA,"G22469","* ---NA---","novel",NA,"---NA---","u",2.36170103731083
"TU27323","LOC111509847","G15424","RB1-inducible coiled-coil protein 1","refseq","XM_023165681.1","RB1-inducible coiled-coil protein 1","c",-0.765631145559127
"TU27321","LOC111509847","G15423","RB1-inducible coiled-coil protein 1","refseq","XM_023165681.1","RB1-inducible coiled-coil protein 1","i",-19.4522513878014
"TU27326","LOC111509855","G15427","uncharacterized LOC111509855","refseq","XR_002722698.1","uncharacterized LOC111509855","=",0.749270578585767
"TU24003","LOC111508581","G13520","dystroglycan-like","refseq","XM_023164130.1","dystroglycan-like, transcript variant X1","j",24.6468826557695
"TU24004","LOC111508581","G13520","dystroglycan-like","refseq","XM_023164131.1","dystroglycan-like, transcript variant X2","j",4.50465461174566
"TU12576","LOC111504129","G7036","bleomycin hydrolase","refseq","XM_023158622.1","bleomycin hydrolase","=",0.60689269639192
"TU29405",NA,"G16642","* signal peptide, CUB and EGF-like domain-containing protein 2","novel","XP_028127801","signal peptide, CUB and EGF-like domain-containing protein 2","u",-1.12421035879711
"TU29400","LOC111510656","G16639","uncharacterized LOC111510656","refseq","XM_023166587.1","uncharacterized LOC111510656","o",0.66177028207963
"TU29403","LOC111510650","G16640","uncharacterized LOC111510650","refseq","XM_023166579.1","uncharacterized LOC111510650","j",-21.8742427200855
"TU41439","LOC111515378","G24166","tripeptidyl-peptidase 2-like","refseq","XM_023171606.1","tripeptidyl-peptidase 2-like","k",0.74480415916048
"TU29656","LOC111510757","G16786","uncharacterized LOC111510757","refseq","XR_002722824.1","uncharacterized LOC111510757","k",1.36105799212382
"TU40359","LOC111514957","G23438","IDLSRF-like peptide","refseq","XM_023171199.1","IDLSRF-like peptide","i",2.08291914235294
"TU19543","LOC111506834","G10956","anoctamin-2-like","refseq","XM_023162046.1","anoctamin-2-like","n",1.30897301637994
"TU18496","LOC111506434","G10389","tyrosine-protein phosphatase non-receptor type 9-like","refseq","XM_023161500.1","tyrosine-protein phosphatase non-receptor type 9-like","x",1.81642945698828
"TU18495","LOC111506434","G10388","tyrosine-protein phosphatase non-receptor type 9-like","refseq","XM_023161500.1","tyrosine-protein phosphatase non-receptor type 9-like","j",0.977026452907699
"TU18493","LOC111506433","G10387","m7GpppN-mRNA hydrolase","refseq","XM_023161499.1","m7GpppN-mRNA hydrolase","=",0.67163862136291
"TU6180","LOC111518085","G3406","type I inositol 3","refseq","XM_023174428.1","type I inositol 3,4-bisphosphate 4-phosphatase","i",-1.22727658063273
"TU6186","LOC111518088","G3410","dihydrofolate reductase","refseq","XM_023174430.1","dihydrofolate reductase","=",0.542743926200535
"TU14796","LOC111505021","G8325","CAD protein","refseq","XM_023159760.1","CAD protein","j",20.9531858321616
"TU14798",NA,"G8327","* G2/mitotic-specific cyclin C13-1-like","novel","XP_023028637","G2/mitotic-specific cyclin C13-1-like","u",-3.17295575690084
"TU14861","LOC111505052","G8365","phosphoribosyl pyrophosphate synthase-associated protein 2","refseq","XM_023159798.1","phosphoribosyl pyrophosphate synthase-associated protein 2, transcript variant X2","=",0.774734157882439
"TU41336","LOC111515337","G24091","another transcription unit protein-like","refseq","XM_023171562.1","another transcription unit protein-like","j",0.516795273248779
"TU40353","LOC111514956","G23433","CTD small phosphatase-like protein 2","refseq","XM_023171198.1","CTD small phosphatase-like protein 2","j",0.82129576465146
"TU33953","LOC111512439","G19420","kinesin-like protein KIF21A","refseq","XM_023168560.1","kinesin-like protein KIF21A","j",7.39634065456378
"TU42153","LOC111515683","G24657","transcription activator MSS11-like","refseq","XM_023171889.1","transcription activator MSS11-like","j",25.6961887731255
"TU19956","LOC111507025","G11211","aminopeptidase N-like","refseq","XM_023162250.1","aminopeptidase N-like, transcript variant X2","=",3.41844642472782
"TU19959","LOC111507025","G11211","aminopeptidase N-like","refseq","XM_023162252.1","aminopeptidase N-like, transcript variant X4","k",5.07872317782326
"TU33378","LOC111512240","G19088","uncharacterized LOC111512240","refseq","XR_002723051.1","uncharacterized LOC111512240","j",21.5633940527204
"TU33379","LOC111512240","G19088","uncharacterized LOC111512240","refseq","XR_002723051.1","uncharacterized LOC111512240","n",1.75275830379403
"TU20477","LOC111507213","G11486","nardilysin-like","refseq","XM_023162501.1","nardilysin-like","j",0.627010165652456
"TU20476","LOC111507217","G11485","melanotransferrin-like","refseq","XM_023162505.1","melanotransferrin-like","=",0.680232765378247
"TU20473",NA,"G11482","* DUF4817 domain-containing protein","novel","KAF0693029","DUF4817 domain-containing protein","u",-1.59042989352584
"TU5648","LOC111517878","G3115","protein trunk","refseq","XM_023174159.1","protein trunk, transcript variant X1","j",16.149965905037
"TU27693",NA,"G15641","* ---NA---","novel",NA,"---NA---","u",-2.42316461266259
"TU27695","LOC111509996","G15643","Kv channel-interacting protein 4-like","refseq","XM_023165857.1","Kv channel-interacting protein 4-like","=",1.15723054872198
"TU32930","LOC111512067","G18805","ankyrin repeat and zinc finger domain-containing protein 1-like","refseq","XM_023168158.1","ankyrin repeat and zinc finger domain-containing protein 1-like","m",-0.487971499718239
"TU32933","LOC111512068","G18808","somatostatin receptor type 2-like","refseq","XM_023168160.1","somatostatin receptor type 2-like","=",1.54883464203566
"TU43871","LOC111516417","G25901","carnitine O-palmitoyltransferase 2","refseq","XM_023172582.1","carnitine O-palmitoyltransferase 2, mitochondrial-like","=",0.649584564044677
"TU3565","LOC111514755","G1944","uncharacterized LOC111514755","refseq","XM_023171008.1","uncharacterized LOC111514755","i",-4.50166979536925
"TU28232","LOC111510183","G15938","uncharacterized LOC111510183","refseq","XM_023166073.1","uncharacterized LOC111510183","=",0.639700957241538
"TU45357",NA,"G27046","* zinc finger protein 91-like","novel","XP_023022637","zinc finger protein 91-like","u",1.97555865087619
"TU8612","LOC111502574","G4798","tyrosine-protein kinase Fer","refseq","XM_023156688.1","tyrosine-protein kinase Fer, transcript variant X2","=",0.726472393349461
"TU34971","LOC111512816","G20020","uncharacterized LOC111512816","refseq","XM_023168982.1","uncharacterized LOC111512816","j",19.1115563098394
"TU24745","LOC111508878","G13924","L-asparaginase-like","refseq","XM_023164503.1","L-asparaginase-like","i",-1.17969884174151
"TU4874","LOC111517538","G2701","1","refseq","XM_023173728.1","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase-like","=",-0.841172389746002
"TU36766","LOC111513505","G21136","caspase-8","refseq","XM_023169721.1","caspase-8","j",1.82093959180071
"TU25225","LOC111509041","G14200","ecto-NOX disulfide-thiol exchanger 1-like","refseq","XM_023164713.1","ecto-NOX disulfide-thiol exchanger 1-like","j",21.279761149409
"TU11853","LOC111503829","G6612","peroxisomal targeting signal 1 receptor","refseq","XM_023158247.1","peroxisomal targeting signal 1 receptor","c",-0.697173155609435
"TU41132","LOC111515258","G23948","60S ribosomal protein L7a-like","refseq","XM_023171484.1","60S ribosomal protein L7a-like","=",20.0700909185809
"TU27633","LOC111509966","G15605","uncharacterized LOC111509966","refseq","XM_023165828.1","uncharacterized LOC111509966, transcript variant X1","j",23.410189416983
"TU41139","LOC111515262","G23953","ankyrin repeat domain-containing protein 40-like","refseq","XM_023171487.1","ankyrin repeat domain-containing protein 40-like, transcript variant X1","=",0.803931965970744
"TU10817","LOC111503440","G6046","probable tubulin polyglutamylase TTLL2","refseq","XM_023157737.1","probable tubulin polyglutamylase TTLL2, transcript variant X1","=",-1.27300933535036
"TU41680","LOC111515487","G24332","transcriptional regulator ATRX homolog","refseq","XM_023171706.1","transcriptional regulator ATRX homolog","o",-0.908415510553336
"TU37774","LOC111513882","G21773","multiple PDZ domain protein-like","refseq","XM_023170103.1","multiple PDZ domain protein-like","=",0.86968801090987
"TU16222","LOC111505588","G9140","rhythmically expressed gene 2 protein-like","refseq","XM_023160419.1","rhythmically expressed gene 2 protein-like","=",-1.12601887914328
"TU16220","LOC111505595","G9138","E3 ubiquitin-protein ligase MYCBP2-like","refseq","XM_023160431.1","E3 ubiquitin-protein ligase MYCBP2-like","j",20.0774255083817
"TU21372","LOC111507543","G12000","protein PET100 homolog","refseq","XM_023162869.1","protein PET100 homolog, mitochondrial","=",-0.426476801775908
"TU28964",NA,"G16383","* hypothetical protein JTB14_030989","novel","KAG5879359","hypothetical protein JTB14_030989","u",-1.5120869881837
"TU24636","LOC111508837","G13868","uncharacterized LOC111508837","refseq","XR_002722567.1","uncharacterized LOC111508837","=",-0.625302183111012
"TU210","LOC111507965","G113","isoleucine--tRNA ligase","refseq","XM_023163401.1","isoleucine--tRNA ligase, cytoplasmic","k",22.582991922149
"TU16918","LOC111505856","G9549","LIM and SH3 domain protein Lasp","refseq","XM_023160743.1","LIM and SH3 domain protein Lasp","j",-21.7932541373434
"TU29614","LOC111510743","G16766","cytochrome P450 4V2-like","refseq","XM_023166681.1","cytochrome P450 4V2-like","j",3.32066428079373
"TU29616","LOC111510748","G16768","prostaglandin reductase 1-like","refseq","XM_023166685.1","prostaglandin reductase 1-like","c",-0.492736026397813
"TU29612","LOC111510743","G16766","cytochrome P450 4V2-like","refseq","XM_023166681.1","cytochrome P450 4V2-like","j",2.05455492998604
"TU11339","LOC111503628","G6329","nucleolar protein 6","refseq","XM_023157982.1","nucleolar protein 6","=",-0.51718858294724
