"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange","female_log2FoldChange"
"TU30780","LOC111511205","G17466","uncharacterized LOC111511205","refseq","XR_002722876.1","uncharacterized LOC111511205","m",1.17905894715146,1.77421114738302
"TU30784","LOC111511206","G17468","putative WEB family protein At1g65010","refseq","XM_023167218.1","putative WEB family protein At1g65010, chloroplastic, transcript variant X1","j",0.918476750310399,0.956530142424953
"TU38072",NA,"G21970","* retrovirus-related Pol polyprotein from type-1 retrotransposable element R2","novel","XP_030746059","retrovirus-related Pol polyprotein from type-1 retrotransposable element R2","u",-1.71545030012686,-1.23325743942364
"TU11951","LOC111503864","G6679","protein transport protein Sec61 subunit gamma","refseq","XM_023158293.1","protein transport protein Sec61 subunit gamma, transcript variant X2","j",-0.700807983380246,-0.955962636161249
"TU43507","LOC111516244","G25618","coiled-coil domain-containing protein 141-like","refseq","XM_023172420.1","coiled-coil domain-containing protein 141-like","j",1.05372612185656,1.98183327694307
"TU40857","LOC111515156","G23767","uncharacterized LOC111515156","refseq","XM_023171389.1","uncharacterized LOC111515156","j",1.25759268815951,1.8146786028419
"TU29708","LOC111510788","G16826","WD repeat-containing protein 92","refseq","XM_023166732.1","WD repeat-containing protein 92","j",-0.964305511499119,-1.20005350168768
"TU317","LOC111511934","G161","uncharacterized LOC111511934","refseq","XM_023168047.1","uncharacterized LOC111511934, transcript variant X1","j",1.30793396412255,1.23476064870711
"TU315","LOC111511869","G159","mannose-P-dolichol utilization defect 1 protein homolog","refseq","XM_023167918.1","mannose-P-dolichol utilization defect 1 protein homolog","k",-0.876397033159011,-0.97372481264354
"TU40592","LOC111515051","G23589","muscle-specific protein 20-like","refseq","XM_023171288.1","muscle-specific protein 20-like","=",2.07016848927422,2.09210365408817
"TU40829","LOC111515140","G23746","trypsin-3-like","refseq","XM_023171376.1","trypsin-3-like","=",-3.14799093888593,-4.95364402752919
"TU18410","LOC111506390","G10337","uncharacterized LOC111506390","refseq","XM_023161447.1","uncharacterized LOC111506390","k",-1.14252474462818,-0.888014942429934
"TU43080","LOC111516075","G25300","V-type proton ATPase 116 kDa subunit a-like","refseq","XM_023172259.1","V-type proton ATPase 116 kDa subunit a-like","=",-0.715249963250736,-0.807449363362736
"TU43302","LOC111516168","G25460","uncharacterized LOC111516168","refseq","XM_023172346.1","uncharacterized LOC111516168","=",4.45041756269548,5.1456981113572
"TU32086","LOC111511714","G18261","zinc finger and BTB domain-containing protein 17-like","refseq","XM_023167747.1","zinc finger and BTB domain-containing protein 17-like","=",0.845123537637291,0.608215495140614
"TU11268","LOC111503584","G6281","tyrosine--tRNA ligase","refseq","XM_023157928.1","tyrosine--tRNA ligase, mitochondrial","=",-0.723843143012441,-0.613464730602379
"TU44054","LOC111516492","G26035","UDP-glucuronic acid decarboxylase 1-like","refseq","XM_023172647.1","UDP-glucuronic acid decarboxylase 1-like","j",0.722273718018832,0.784593572984692
"TU44940","LOC111516894","G26713","neutral alpha-glucosidase C-like","refseq","XM_023172986.1","neutral alpha-glucosidase C-like","=",-0.978264690497992,-1.60457563477056
"TU44943",NA,"G26716","* uncharacterized protein LOC111507931","novel","XP_023019087","uncharacterized protein LOC111507931","u",2.49984340918561,3.66216827581954
"TU44946","LOC111516896","G26719","ferrochelatase","refseq","XM_023172988.1","ferrochelatase, mitochondrial","=",-0.407935570522545,-0.561834717316665
"TU6106","LOC111518065","G3371","uncharacterized LOC111518065","refseq","XM_023174405.1","uncharacterized LOC111518065, transcript variant X1","x",0.623931817505325,0.881961846083469
"TU10746","LOC111503400","G6007","V-type proton ATPase subunit B","refseq","XM_023157696.1","V-type proton ATPase subunit B","j",-0.940454148341693,-0.974367312630063
"TU40753","LOC111515111","G23693","succinate-semialdehyde dehydrogenase","refseq","XM_023171346.1","succinate-semialdehyde dehydrogenase, mitochondrial","y",1.25234400990882,0.663795281235681
"TU17778","LOC111506165","G10002","microsomal triglyceride transfer protein","refseq","XM_023161164.1","microsomal triglyceride transfer protein","j",-1.11967023170822,-3.43033116172554
"TU17776","LOC111506165","G10001","microsomal triglyceride transfer protein","refseq","XM_023161164.1","microsomal triglyceride transfer protein","j",-0.764085597648224,-1.81081005480274
"TU2907","LOC111511490","G1567","monocarboxylate transporter 12-like","refseq","XM_023167510.1","monocarboxylate transporter 12-like","j",-1.00928469679876,-0.816134485103425
"TU2901","LOC111511755","G1561","CTD small phosphatase-like protein","refseq","XM_023167788.1","CTD small phosphatase-like protein","j",1.1259388348823,0.858085408984455
"TU2908","LOC111511482","G1568","uncharacterized LOC111511482","refseq","XM_023167497.1","uncharacterized LOC111511482","=",0.765875796395279,1.49531522591558
"TU26250","LOC111509441","G14815","cathepsin L-like proteinase","refseq","XM_023165199.1","cathepsin L-like proteinase","=",-2.22177828748122,-4.45233106505711
"TU1349","LOC111504270","G692","prostatic acid phosphatase-like","refseq","XM_023158788.1","prostatic acid phosphatase-like","=",-2.59984182897321,-8.290320112459
"TU27616","LOC111509958","G15594","monocarboxylate transporter 9-like","refseq","XM_023165818.1","monocarboxylate transporter 9-like","=",1.13432151279048,1.82844717745951
"TU30571","LOC111511134","G17348","putative zinc metalloproteinase YIL108W","refseq","XM_023167150.1","putative zinc metalloproteinase YIL108W","j",-16.4905944989798,-22.0212648821527
"TU39362","LOC111514508","G22788","uncharacterized LOC111514508","refseq","XM_023170743.1","uncharacterized LOC111514508","=",0.653812321292265,0.891695373013362
"TU41400","LOC111515363","G24136","putative U5 small nuclear ribonucleoprotein 200 kDa helicase","refseq","XM_023171591.1","putative U5 small nuclear ribonucleoprotein 200 kDa helicase","=",0.391365082893527,0.417853224185897
"TU40068","LOC111514823","G23246","protein takeout-like","refseq","XM_023171063.1","protein takeout-like","i",0.843460367782996,1.56453750944305
"TU40066","LOC111514822","G23244","protein takeout-like","refseq","XM_023171062.1","protein takeout-like","=",2.45440201558304,1.4637836481919
"TU18650","LOC111506486","G10492","retinal dehydrogenase 1-like","refseq","XM_023161556.1","retinal dehydrogenase 1-like","j",-2.40410597173218,-2.18509426152339
"TU18652","LOC111506486","G10493","retinal dehydrogenase 1-like","refseq","XM_023161556.1","retinal dehydrogenase 1-like","j",-15.2056947262313,-23.4322250181488
"TU3736","LOC111515538","G2038","zinc finger protein 474-like","refseq","XM_023171774.1","zinc finger protein 474-like, transcript variant X3","=",1.51901482205186,1.22221187287926
"TU17178","LOC111505964","G9687","uncharacterized LOC111505964","refseq","XM_023160882.1","uncharacterized LOC111505964","j",-14.9250238941507,-22.9855788659757
"TU17179","LOC111505961","G9688","polygalacturonase-like","refseq","XM_023160877.1","polygalacturonase-like","=",-4.97733363284015,-5.378247750572
"TU17176","LOC111505964","G9687","uncharacterized LOC111505964","refseq","XM_023160882.1","uncharacterized LOC111505964","j",-14.7991770569837,-24.639059928665
"TU33047","LOC111512112","G18878","uncharacterized LOC111512112","refseq","XM_023168207.1","uncharacterized LOC111512112","=",-1.2619505382158,-2.24571344945097
"TU4336","LOC111517328","G2389","protein bric-a-brac 1-like","refseq","XM_023173435.1","protein bric-a-brac 1-like, transcript variant X1","i",0.54878296750229,0.882473716711328
"TU6593","LOC111518281","G3652","zinc finger protein 354B-like","refseq","XM_023174697.1","zinc finger protein 354B-like, transcript variant X4","=",0.61941657794799,0.580475698750636
"TU41607","LOC111515455","G24284","facilitated trehalose transporter Tret1-like","refseq","XM_023171678.1","facilitated trehalose transporter Tret1-like","=",1.17923188302352,1.415798883172
"TU19248","LOC111506701","G10791","glutaredoxin domain-containing cysteine-rich protein CG31559-like","refseq","XM_023161870.1","glutaredoxin domain-containing cysteine-rich protein CG31559-like, transcript variant X1","=",-20.5209787353536,-27.246292925143
"TU3676","LOC111515351","G2014","neuronal PAS domain-containing protein 2-like","refseq","XM_023171582.1","neuronal PAS domain-containing protein 2-like, transcript variant X1","j",23.7762612397342,28.0315207129719
"TU36362","LOC111513366","G20893","basement membrane-specific heparan sulfate proteoglycan core protein-like","refseq","XM_023169567.1","basement membrane-specific heparan sulfate proteoglycan core protein-like","j",-24.6456132955235,-35.5423281868703
"TU36363","LOC111513366","G20893","basement membrane-specific heparan sulfate proteoglycan core protein-like","refseq","XM_023169567.1","basement membrane-specific heparan sulfate proteoglycan core protein-like","j",-17.5737131032464,-24.0530930247791
"TU14367","LOC111504851","G8081","probable medium-chain specific acyl-CoA dehydrogenase","refseq","XM_023159561.1","probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial","=",-1.00537216420984,-0.894969211931533
"TU7957","LOC111502296","G4416","acyl carrier protein","refseq","XM_023156354.1","acyl carrier protein, mitochondrial, transcript variant X2","=",-0.625023377425652,-0.744892366268502
"TU7958","LOC111502296","G4416","acyl carrier protein","refseq","XM_023156353.1","acyl carrier protein, mitochondrial, transcript variant X1","=",-0.710908888847709,-1.02205721534796
"TU35185","LOC111512892","G20160","uncharacterized LOC111512892","refseq","XR_002723135.1","uncharacterized LOC111512892","m",-1.11431664604774,-1.14611226180876
"TU8323","LOC111502445","G4629","ATP synthase lipid-binding protein","refseq","XM_023156532.1","ATP synthase lipid-binding protein, mitochondrial","=",-0.692473071193144,-0.856440793251228
"TU25930","LOC111509315","G14626","phosphatidylinositol 4-kinase type 2-alpha","refseq","XM_023165032.1","phosphatidylinositol 4-kinase type 2-alpha","=",-0.397324205435368,-0.836655158900064
"TU25932","LOC111509316","G14628","uncharacterized LOC111509316","refseq","XM_023165033.1","uncharacterized LOC111509316","=",-1.79494154787734,-1.49427781534015
"TU39907","LOC111514754","G23140","rho guanine nucleotide exchange factor 25-like","refseq","XM_023171003.1","rho guanine nucleotide exchange factor 25-like, transcript variant X1","=",1.43587804885779,1.83244638283512
"TU39902","LOC111514753","G23139","GILT-like protein 1","refseq","XM_023171001.1","GILT-like protein 1, transcript variant X1","j",-3.33295059705745,-6.50856710020894
"TU32097","LOC111511721","G18267","bifunctional coenzyme A synthase-like","refseq","XM_023167755.1","bifunctional coenzyme A synthase-like","=",-0.565853902219183,-0.553677570260825
"TU32549",NA,"G18565","* hypothetical protein PPYR_15361, partial","novel","KAB0790301","hypothetical protein PPYR_15361, partial","u",-1.27710428135981,-1.67237089396248
"TU27794","LOC111510028","G15706","crustapain-like","refseq","XM_023165887.1","crustapain-like","j",-1.93763474522836,-1.96937774379564
"TU27793","LOC111510028","G15706","crustapain-like","refseq","XM_023165887.1","crustapain-like","=",1.24565827784707,2.23217121448216
"TU38636","LOC111514224","G22335","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","refseq","XM_023170467.1","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","j",-1.1528681892053,-1.09031483841798
"TU27423","LOC111509883","G15481","delta-1-pyrroline-5-carboxylate synthase","refseq","XM_023165736.1","delta-1-pyrroline-5-carboxylate synthase","c",-3.96308760374651,-4.49902186579032
"TU24219","LOC111508655","G13636","hypoxia-inducible factor 1-alpha-like","refseq","XM_023164233.1","hypoxia-inducible factor 1-alpha-like, transcript variant X2","=",20.0230480845597,28.469990294779
"TU39591","LOC111514619","G22928","IDLSRF-like peptide","refseq","XM_023170874.1","IDLSRF-like peptide","=",0.743633275229019,1.46537014352711
"TU42996","LOC111516031","G25234","uncharacterized LOC111516031","refseq","XR_002723624.1","uncharacterized LOC111516031","=",0.759277970006955,1.36407941971065
"TU34604","LOC111512673","G19799","uncharacterized LOC111512673","refseq","XM_023168821.1","uncharacterized LOC111512673","o",-1.8501729453929,-1.52829126075836
"TU13479","LOC111504529","G7594","uncharacterized LOC111504529","refseq","XM_023159102.1","uncharacterized LOC111504529","c",4.22365588222874,1.98665335726084
"TU42663",NA,"G25001","* ---NA---","novel",NA,"---NA---","u",0.440788045345012,0.468355381939727
"TU12701","LOC111504185","G7119","uncharacterized LOC111504185","refseq","XM_023158686.1","uncharacterized LOC111504185","k",-0.794374176095311,-0.65969238991304
"TU21060",NA,"G11830","* ---NA---","novel",NA,"---NA---","u",18.8090035775345,5.98484684504964
"TU40754","LOC111515111","G23694","succinate-semialdehyde dehydrogenase","refseq","XM_023171346.1","succinate-semialdehyde dehydrogenase, mitochondrial","o",-0.556576324397118,-0.489786335856962
"TU21682","LOC111507674","G12165","facilitated trehalose transporter Tret1-like","refseq","XM_023163021.1","facilitated trehalose transporter Tret1-like","j",-1.23341071605696,-0.859682411005971
"TU21689","LOC111507664","G12168","ATP-citrate synthase-like","refseq","XM_023163006.1","ATP-citrate synthase-like","m",-1.48998885951178,-1.17833975154924
"TU22089","LOC111507835","G12411","branched-chain-amino-acid aminotransferase","refseq","XM_023163197.1","branched-chain-amino-acid aminotransferase, cytosolic","=",-0.951475911226386,-2.4061824717682
"TU23357","LOC111508339","G13141","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4","refseq","XM_023163803.1","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4","=",-0.813244035478054,-1.34879893225166
"TU11429",NA,"G6381","* rho GTPase-activating protein 1 ","novel","KAG5879161","rho GTPase-activating protein 1 isoform X2","u",-1.25338631900634,-4.98967868160309
"TU11421","LOC111503659","G6376","hepatocyte growth factor-regulated tyrosine kinase substrate","refseq","XM_023158021.1","hepatocyte growth factor-regulated tyrosine kinase substrate","j",0.534278048999017,0.729579482219415
"TU34929","LOC111512802","G19999","SH3 domain-binding protein 5 homolog","refseq","XM_023168965.1","SH3 domain-binding protein 5 homolog, transcript variant X1","k",1.27595915503101,1.01358895291321
"TU16616","LOC111505730","G9362","serine hydroxymethyltransferase","refseq","XM_023160589.1","serine hydroxymethyltransferase, cytosolic, transcript variant X1","=",-1.00933125199467,-1.14382819042061
"TU42694",NA,"G25021","* ---NA---","novel",NA,"---NA---","u",2.68567424373906,2.61518360116731
"TU42692",NA,"G25019","* ---NA---","novel",NA,"---NA---","u",3.20930962203916,5.78045381135203
"TU26334","LOC111509478","G14861","hydroxyacyl-coenzyme A dehydrogenase","refseq","XM_023165237.1","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial-like","=",-1.76805207363292,-2.84253111667327
"TU26335","LOC111509480","G14862","chitinase-3-like protein 1","refseq","XM_023165239.1","chitinase-3-like protein 1","j",-6.45208653414011,-6.75413833830973
"TU43124","LOC111516101","G25336","juvenile hormone esterase-like","refseq","XM_023172280.1","juvenile hormone esterase-like","=",-5.18159603407049,-5.87428645733418
"TU9309","LOC111502862","G5213","uncharacterized LOC111502862","refseq","XR_002721802.1","uncharacterized LOC111502862","j",1.33085691432038,2.27327255435937
"TU2467","LOC111509203","G1329","V-type proton ATPase subunit G-like","refseq","XM_023164904.1","V-type proton ATPase subunit G-like","=",-0.786950445699161,-0.902399088887265
"TU7458","LOC111502092","G4152","uncharacterized LOC111502092","refseq","XM_023156071.1","uncharacterized LOC111502092, transcript variant X4","j",21.5288716705127,29.52031997915
"TU5166","LOC111517710","G2871","rRNA 2'-O-methyltransferase fibrillarin","refseq","XM_023173948.1","rRNA 2'-O-methyltransferase fibrillarin","j",-0.688853925568911,-0.788402981189406
"TU34803","LOC111512752","G19924","cathepsin L-like proteinase","refseq","XM_023168900.1","cathepsin L-like proteinase","j",-7.20419133412086,-7.53758731580956
"TU38283",NA,"G22099","* ---NA---","novel",NA,"---NA---","u",1.81472547674513,3.55438201520388
"TU34802","LOC111512752","G19924","cathepsin L-like proteinase","refseq","XM_023168900.1","cathepsin L-like proteinase","=",-7.55125484260524,-7.49510770803329
"TU25017","LOC111508961","G14078","venom dipeptidyl peptidase 4","refseq","XM_023164618.1","venom dipeptidyl peptidase 4","j",0.719797706088921,1.02912063946196
"TU41182","LOC111515282","G23986","cathepsin B-like","refseq","XM_023171512.1","cathepsin B-like","c",-12.2457386007549,-8.80793092053584
"TU22244","LOC111507898","G12507","uncharacterized LOC111507898","refseq","XM_023163281.1","uncharacterized LOC111507898","o",-4.48203600020961,-21.8087385580707
"TU36767","LOC111513505","G21136","caspase-8","refseq","XM_023169721.1","caspase-8","j",0.983129337234085,0.629333004293179
"TU17853","LOC111506195","G10042","cell wall protein DAN4-like","refseq","XM_023161200.1","cell wall protein DAN4-like, transcript variant X1","=",-6.07109882396343,-8.06665075582551
"TU17852","LOC111506194","G10041","extensin-like","refseq","XM_023161199.1","extensin-like","=",-1.88009378489423,-2.4506590935028
"TU17856","LOC111506198","G10043","uncharacterized LOC111506198","refseq","XM_023161205.1","uncharacterized LOC111506198","j",-1.28256891904667,-2.93731723551174
"TU17855","LOC111506198","G10043","uncharacterized LOC111506198","refseq","XM_023161205.1","uncharacterized LOC111506198","j",-1.18031760254643,-2.87006977321954
"TU17854","LOC111506195","G10042","cell wall protein DAN4-like","refseq","XM_023161201.1","cell wall protein DAN4-like, transcript variant X2","=",-2.72055802219801,-2.93443312826474
"TU17859","LOC111506198","G10044","uncharacterized LOC111506198","refseq","XM_023161205.1","uncharacterized LOC111506198","x",-1.02205685230169,-2.28966696535196
"TU39684","LOC111514655","G22989","NADH-ubiquinone oxidoreductase 75 kDa subunit","refseq","XM_023170910.1","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like","i",-1.04902694439501,-0.788385201572116
"TU21182","LOC111507474","G11903","uncharacterized LOC111507474","refseq","XR_002722401.1","uncharacterized LOC111507474","j",-1.69912014025078,-1.77098752965539
"TU21187","LOC111507482","G11907","putative ATP-dependent RNA helicase DHX30","refseq","XM_023162784.1","putative ATP-dependent RNA helicase DHX30","j",0.418410451029351,0.382424616578349
"TU29406",NA,"G16642","* ---NA---","novel",NA,"---NA---","u",-4.3339136792026,-6.54908506630613
"TU21232","LOC111507494","G11929","uncharacterized LOC111507494","refseq","XR_002722403.1","uncharacterized LOC111507494","=",1.24066605642201,1.50386941100693
"TU21234","LOC111507495","G11930","uncharacterized LOC111507495","refseq","XR_002722404.1","uncharacterized LOC111507495","=",1.78582310775658,3.20191002676757
"TU29657","LOC111510761","G16787","succinate--CoA ligase [GDP-forming] subunit beta","refseq","XM_023166693.1","succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial","=",-0.404574992398797,-0.420488816047969
"TU4972","LOC111517634","G2762","uncharacterized LOC111517634","refseq","XR_002723842.1","uncharacterized LOC111517634","j",-1.98516950421522,-3.0730102429436
"TU17448","LOC111506059","G9832","uncharacterized LOC111506059","refseq","XM_023160990.1","uncharacterized LOC111506059, transcript variant X2","j",-2.84269707247863,-4.51068228989471
"TU17444","LOC111506059","G9829","uncharacterized LOC111506059","refseq","XM_023160990.1","uncharacterized LOC111506059, transcript variant X2","y",-3.0345544982199,-4.13633544038874
"TU17445","LOC111506059","G9830","uncharacterized LOC111506059","refseq","XM_023160989.1","uncharacterized LOC111506059, transcript variant X1","=",-10.7871186226586,-2.71301005647056
"TU17446","LOC111506060","G9831","uncharacterized LOC111506060","refseq","XM_023160991.1","uncharacterized LOC111506060","=",-10.6893139146772,-3.96299885189926
"TU17447","LOC111506059","G9832","uncharacterized LOC111506059","refseq","XM_023160990.1","uncharacterized LOC111506059, transcript variant X2","y",-2.4163783509999,-4.52890437517652
"TU42155","LOC111515681","G24658","arp2/3 complex-activating protein rickA-like","refseq","XM_023171888.1","arp2/3 complex-activating protein rickA-like","k",1.03160115478524,2.07802859223174
"TU42156",NA,"G24659","* ---NA---","novel",NA,"---NA---","u",0.9908525369578,2.16840901682154
"TU19958","LOC111507025","G11211","aminopeptidase N-like","refseq","XM_023162251.1","aminopeptidase N-like, transcript variant X3","=",1.43590768406858,1.41925495723265
"TU33376",NA,"G19087","* ---NA---","novel",NA,"---NA---","u",0.999859584049064,1.94036363202826
"TU33371",NA,"G19083","* ---NA---","novel",NA,"---NA---","u",3.0875555206192,1.67780966290452
"TU33372",NA,"G19084","* ---NA---","novel",NA,"---NA---","u",1.22666983281104,1.7546058357386
"TU2617","LOC111509799","G1394","probable proline--tRNA ligase","refseq","XM_023165624.1","probable proline--tRNA ligase, mitochondrial","=",-0.789346762629654,-0.549196294743067
"TU2619",NA,"G1395","* V-type proton ATPase subunit e 2-like","novel","KAG5873364","V-type proton ATPase subunit e 2-like","u",-0.621585607407506,-0.726403046046366
"TU27697","LOC111510000","G15645","uncharacterized LOC111510000","refseq","XR_002722710.1","uncharacterized LOC111510000","m",-1.61918027168388,-1.16509456401412
"TU44088",NA,"G26063","* ---NA---","novel",NA,"---NA---","u",0.865449173127776,1.48833513419486
"TU35922","LOC111513178","G20618","ankyrin-3-like","refseq","XM_023169346.1","ankyrin-3-like","=",1.17752186117987,0.989431341909682
"TU9",NA,"G8","* ---NA---","novel",NA,"---NA---","u",1.55675830982793,2.12970609068791
"TU3",NA,"G3","* uncharacterized protein LOC115885922","novel","XP_030760810","uncharacterized protein LOC115885922","u",1.32412473022322,0.755867921815322
"TU43878","LOC111516420","G25908","probable metabolite transport protein CsbC","refseq","XM_023172585.1","probable metabolite transport protein CsbC","j",-5.40937845707585,-4.31208469452651
"TU28230","LOC111510184","G15936","uncharacterized LOC111510184","refseq","XM_023166074.1","uncharacterized LOC111510184","=",0.653311338408125,1.18929506751107
"TU28233","LOC111510180","G15939","uncharacterized LOC111510180","refseq","XM_023166069.1","uncharacterized LOC111510180","j",1.13225893423352,1.41091515791756
"TU24749","LOC111508878","G13926","L-asparaginase-like","refseq","XM_023164503.1","L-asparaginase-like","j",-3.83790708705503,-3.74199309035269
"TU24748","LOC111508878","G13926","L-asparaginase-like","refseq","XM_023164503.1","L-asparaginase-like","j",-3.23775139626848,-4.03757967441334
"TU28311",NA,"G15981","* YMD3 protein","novel","XP_023312196","YMD3 protein","u",-6.55594160671594,-1.51000832688744
"TU4878","LOC111517562","G2703","monocarboxylate transporter 7-like","refseq","XM_023173774.1","monocarboxylate transporter 7-like, transcript variant X1","j",-9.76111643501345,-26.4661955486089
"TU39876","LOC111514740","G23119","tubulin beta-1 chain","refseq","XM_023170988.1","tubulin beta-1 chain","=",1.23784294766764,0.896500039597299
"TU11859","LOC111503815","G6616","probable rRNA-processing protein EBP2 homolog","refseq","XM_023158230.1","probable rRNA-processing protein EBP2 homolog","e",-0.439971571235467,-0.470250074563992
"TU10813","LOC111503437","G6044","brachyurin-like","refseq","XM_023157724.1","brachyurin-like","=",-2.41000637284959,-5.28522726939058
"TU41684",NA,"G24334","* ---NA---","novel",NA,"---NA---","u",1.29233235182664,1.33852422475925
"TU37777","LOC111513883","G21775","venom carboxylesterase-6-like","refseq","XM_023170104.1","venom carboxylesterase-6-like","j",3.11791534669351,2.317488836156
"TU4754","LOC111517514","G2638","uncharacterized LOC111517514","refseq","XR_002723832.1","uncharacterized LOC111517514","=",-1.03698990787389,-0.959850185760926
"TU42569",NA,"G24943","* ATP-dependent translocase ABCB1","novel","DAC81111","ATP-dependent translocase ABCB1","u",1.26953700642615,1.13441257414282
"TU42568","LOC111515852","G24942","multidrug resistance protein homolog 49-like","refseq","XM_023172055.1","multidrug resistance protein homolog 49-like","=",1.27101155853011,1.52281805597111
"TU16915","LOC111505855","G9548","3-hydroxyisobutyrate dehydrogenase","refseq","XM_023160742.1","3-hydroxyisobutyrate dehydrogenase, mitochondrial","=",-0.965359787577885,-1.26148365434596
"TU18517","LOC111506444","G10399","tumor necrosis factor receptor superfamily member wengen","refseq","XM_023161509.1","tumor necrosis factor receptor superfamily member wengen","o",0.928240626024702,1.63128738849213
"TU11332","LOC111503627","G6324","sideroflexin-2","refseq","XM_023157980.1","sideroflexin-2, transcript variant X1","m",-1.84081288822944,-1.96212308286984
"TU17639","LOC111506121","G9920","KICSTOR complex protein SZT2-like","refseq","XM_023161111.1","KICSTOR complex protein SZT2-like","c",-0.924032334673323,-1.10172034262256
"TU3158","LOC111512622","G1699","probable multidrug resistance-associated protein lethal(2)03659","refseq","XM_023168767.1","probable multidrug resistance-associated protein lethal(2)03659","=",1.29382419275785,1.74771055518863
"TU5871","LOC111517974","G3247","GIGYF family protein CG11148","refseq","XM_023174274.1","GIGYF family protein CG11148","j",20.3574804097485,32.7134171568417
"TU34418","LOC111512608","G19683","venom serine carboxypeptidase-like","refseq","XM_023168749.1","venom serine carboxypeptidase-like","=",-3.01521156834199,-8.16843897744101
"TU3847","LOC111516024","G2109","facilitated trehalose transporter Tret1-like","refseq","XM_023172215.1","facilitated trehalose transporter Tret1-like","j",-1.91825347414102,-1.59814418624115
"TU3845","LOC111516034","G2108","facilitated trehalose transporter Tret1-like","refseq","XM_023172232.1","facilitated trehalose transporter Tret1-like, transcript variant X2","=",1.25554397787314,0.910454023398211
"TU37191","LOC111513670","G21406","glycine-rich cell wall structural protein-like","refseq","XM_023169895.1","glycine-rich cell wall structural protein-like","c",1.07583230381338,1.93607135822166
"TU37193","LOC111513670","G21407","glycine-rich cell wall structural protein-like","refseq","XM_023169895.1","glycine-rich cell wall structural protein-like","c",0.927327322379446,1.53725080135018
"TU27717","LOC111509998","G15653","60S ribosomal protein L4","refseq","XM_023165859.1","60S ribosomal protein L4","k",0.713965719534266,0.694459517287243
"TU27710","LOC111510001","G15650","nuclear pore complex protein DDB_G0274915-like","refseq","XM_023165861.1","nuclear pore complex protein DDB_G0274915-like","j",-20.7019657556493,-30.2168102872348
"TU32013","LOC111511684","G18219","pancreatic triacylglycerol lipase-like","refseq","XM_023167717.1","pancreatic triacylglycerol lipase-like","n",2.53336847240483,1.61483389574396
"TU25525","LOC111509154","G14374","60S ribosomal protein L37","refseq","XM_023164844.1","60S ribosomal protein L37, transcript variant X2","=",-0.996136601036166,-1.02360404475815
"TU24433","LOC111508757","G13759","protein CLEC16A homolog","refseq","XM_023164364.1","protein CLEC16A homolog","=",22.8685923856227,33.4425806338471
"TU21608","LOC111507635","G12124","uncharacterized LOC111507635","refseq","XM_023162982.1","uncharacterized LOC111507635","=",1.17428130658889,1.44003743479335
"TU22557","LOC111508012","G12697","3-oxoacyl-[acyl-carrier-protein] reductase FabG-like","refseq","XM_023163424.1","3-oxoacyl-[acyl-carrier-protein] reductase FabG-like","=",-0.81859388230964,-0.924097321491222
"TU22555","LOC111508013","G12695","uncharacterized LOC111508013","refseq","XM_023163426.1","uncharacterized LOC111508013","=",-1.24657297357614,-0.925121693063481
"TU26126","LOC111509391","G14747","uncharacterized LOC111509391","refseq","XM_023165137.1","uncharacterized LOC111509391","=",0.81418309469944,0.972837054977583
"TU29966","LOC111510881","G16978","uncharacterized LOC111510881","refseq","XM_023166836.1","uncharacterized LOC111510881","=",0.688901964715883,0.692432909280874
"TU10379","LOC111503284","G5814","metallothionein-3-like","refseq","XM_023157554.1","metallothionein-3-like","i",-3.10841410168843,-2.02599814049924
"TU29037","LOC111510496","G16417","guanine nucleotide-binding protein-like 1","refseq","XM_023166423.1","guanine nucleotide-binding protein-like 1","=",1.0951825703536,0.699953421022564
"TU17342","LOC111506028","G9782","uncharacterized LOC111506028","refseq","XR_002722216.1","uncharacterized LOC111506028","=",-1.00702628176707,-0.977961751371789
"TU40824","LOC111515138","G23742","retinol dehydrogenase 13-like","refseq","XM_023171372.1","retinol dehydrogenase 13-like","k",-1.38751716934872,-1.96443489866904
"TU7728","LOC111502213","G4298","E3 ubiquitin-protein ligase synoviolin B-like","refseq","XM_023156221.1","E3 ubiquitin-protein ligase synoviolin B-like","=",0.430409738798411,0.903664749396019
"TU8316","LOC111502443","G4623","paired box protein Pax-6-like","refseq","XM_023156530.1","paired box protein Pax-6-like","=",1.0322290775643,5.33693271317301
"TU6928","LOC111501877","G3833","protein furry","refseq","XM_023155794.1","protein furry","j",-4.77393201576778,-23.9087007970545
"TU6922","LOC111501876","G3832","amino acid transporter AVT1A-like","refseq","XM_023155793.1","amino acid transporter AVT1A-like","=",-2.72019527370396,-2.48215505614809
"TU36006","LOC111513224","G20671","protein unc-45 homolog B","refseq","XM_023169388.1","protein unc-45 homolog B","=",0.687015047061488,0.537851291851847
